,Author,Title,Abstract,Journal,,,,,,,
1471,"Jung, Sukgeun and Houde, Edward D.",Recruitment and spawning-stock biomass distribution of bay anchovy (Anchoa mitchilli) in Chesapeake Bay,"Recruitment of bay anchovy (Anchoa mitchilli) in Chesapeake is related to variability in hydrological conditions and to abundance and spatial distribution of spawning stock biomass (SSB). Midwater-trawl surveys conducted for six years, over the entire 320-km length of the bay, provided information on anchovy SSB, annual spatial patterns of recruitment, and their relationships to variability in the estuarine environment. SSB of anchovy varied sixfold in 1995-2000; it alone explained little variability in young-of-the-year (YOY) recruitment level in October, which varied ninefold. Recruitments were low in 1995 and 1996 (47 and 31 x 10(9)) but higher in 1997-2000 (100 to 265 x 10(9)). During the recruitment process the YOY population migrated upbay before a subsequent fall-winter downbay migration. The extent of the downbay migration by maturing recruits was greatest in years of high freshwater input to the bay. Mean dissolved oxygen (DO) was more important than freshwater inpu t in controlling distribution of SSB and shifts in SSB location between April-May (prespawning) and June-August (spawning) periods. Recruitments of bay anchovy were higher when mean DO was lowest in the downbay region during the spawning season. It is hypothesized that anchovy recruitment level is inversely related to mean DO concentration because low DO is associated with high plankton productivity in Chesapeake Bay. Additionally, low DO conditions may confine most bay anchovy spawners to the downbay region, where production of larvae and juveniles is enhanced. A modified Ricker stock-recruitment model indicated density-compensatory recruitment with respect to SSB and demonstrated the importance of spring-summer DO levels and spatial distribution of SSB as controllers of bay anchovy recruitment.",Fishery Bulletin,,,,,,,
1472,"Kacoliris, Federico P. and Berkunsky, Igor and Williams, Jorge D.",Methods for Assessing Population Size in Sand Dune Lizards (Liolaemus Multimaculatus),"Basic information, such as population size and density, is needed for conservation and management of many species, especially threatened species. Thus, well-designed population monitoring programs that use appropriate methods for estimating parameters of interest, including density and survival, are needed as well. Mark-recapture and distance-sampling are established methods for estimating density in wildlife surveys. The sand dune lizard (Liolaemus multimaculatus) is an endemic and vulnerable species that inhabits dune habitats in Argentina. At present, however, there are no accurate estimates of density of this species and no established monitoring programs. The objectives of this study were (1) to test the use of mark- recapture and distance-sampling methods and (2) to estimate density of this species in Mar Chiquita Reserve (37u 379 S–57u 169 W), an important area for the protection of this species. For distance-sampling surveys, we used a systematic line-transect design; for mark-recapture sampling, we performed exhaustive surveys and captured, marked, and recaptured lizards manually. Based on distance-sampling, populations were estimated at 3.6 and 5.4 individuals per ha in 2007 and 2008, respectively; corresponding estimates based on mark- recapture data were 5.2 and 4.1 individuals per ha in 2007 and 2008, respectively. Detection probabilities were 0.23 in both 2007 and 2008 distance-sampling analyses and capture probabilities were 0.02 and 0.05 in 2007 and 2008 mark-recapture analyses. Based on these estimates, the Mar Chiquita Reserve contains a population of at least 10,000 individuals. Both methods were adequate for estimating populations of sand dune lizards, given the facility with which individuals can be detected and captured. The distance-sampling method requires less effort, but the mark-recapture method allows estimates of survival as well as density. Results of this work provide the baseline for developing a monitoring program for this lizard, and we suggest that the distance-sampling method be used to monitor all populations of sand dune lizard",Herpetologica,,,,,,,
1473,"Sherman, Cynthia Kagarise and Morton, Martin L",Population Declines of Yosemite Toads in the Eastern Sierra Nevada of California,"This paper documents changes in the size of a breeding population of Yosemite toads, Bufo canorus, over 20 years at Tioga Pass, California. Surveys of B. canorus numbers in breeding aggregations were made yearly from 1971 to 1982, and less systematic observations were made from 1983 to 1991. Six other populations in the eastern Sierra Nevada were surveyed occasionally from 1973 to 1990. The total number of marked males entering the largest breeding pools at Tioga Pass declined nine-fold from 1974 to 1982. The mean number of toads found in daily searches during breeding also dropped over the 20 year study. Similar declines occurred at smaller breeding sites throughout Tioga Pass Meadow and at the six other populations. In 1990 we found evidence for continued reproduction by B. canorus at all but one location (Sylvester Meadow), although reproduction was minimal at Tioga Pass. No single source of mortality was responsible for all the declines. We interpret the decline in our study populations as caused primarily by drought, disease, and predation. Spring snow depths in 1976, 1977 and 1987-1991 were below the 62 year average, resulting in low tadpole survival. The death of adults from disease at Tioga Pass, and from predation at another site (Mildred Lake) also contributed to the declines. Although habitat destruction and localized human activities were not major factors, some natural variables responsible for the declines may have had anthropogenic components. CR - Copyright \&\#169; 1993 Society for the Study of Amphibians and Reptiles",Journal of Herpetology,,,,,,,
1474,"Kaikusalo, a and Angerbjorn, a","The Arctic fox population in Finnish Lapland during 30 years, 1964-93","Arctic fox Alopex lagopus densities were estimated by inventories at den sites, and microtine abundance by snap trapping. Time series analyses showed that the Arctic fox population fluctuated widely but always close together with the microtines in a five-year cycle. In summer-time microtines consisted in average of 45\% of the diet and reindeer Rangifer tarandus 30\%, but during winters reindeer was the most important food sources with 45\% compared to 15\% for microtines. When microtines had high densities during two consecutive years, Arctic fox litter size only responded to the first year. It is difficult to single out one explanation to this decline and second year effect.",Annales Zoologici Fennici,,,,,,,
1475,"Iew, Z B I G N and Jzer, K A and Guentzel, Sebas Tian",Liczebno\'{s}\'{c} ptak\'{o}w wodno-błotnych na zachodnim wybrzeżu Bałtyku w sezonach,,,,,,,,,
1476,"Kalejta-Summers, Bozena and Butterfield, David","Numbers and distribution of wintering divers, grebes and seaducks in the Moray Firth, Scotland, 1998/99-2003/04",,Wildfowl,,,,,,,
1477,"Kałuziński, Jan","Dynamics and Structure of a Field Roe Deer Population1 populations living in a habitat new to them . intensively cultivated and shaped by man , constitutes an im portant",,Acta Theriologica,,,,,,,
1478,"Kam, Yeong Choy and Chen, Te Chih","Abundance and movement of a riparian frog (Rana swinhoana) in a subtropical forest of Guandau Stream, Taiwan","Abundance and movement of a riparian frog (Rana swinhoana) in a subtropical forest of Guandau Stream, Taiwan. Zoological Studies 39(1): 67-76. We studied a population of Rana swinhoana using mark-recapture methods from August 1996 to July 1998 at the Long-term Ecological Research (LTER) site at Guandau Stream, Taiwan. We established a 330-m transect at the headwaters of a tributary of Guandau Stream and censused R. swinhoana for 2 consecutive nights monthly. We used mark- recapture techniques to sample frogs along transects, with each individual being uniquely marked. For every animal captured, we recorded clip, sex, snout-vent length, body mass of frogs, and location along the transect. We observed 1947 but captured 1608 frogs during the 24-mo study period, including 1414 adult males and 172 adult females. Frogs were more abundant in the summer than in the winter. Monthly recapture rates varied between 30\% and 81\%. R. swinhoana moved little during the study and showed no seasonal up- or down-stream movements. The clumped distribution of frogs along the stream is probably a result of the heterogeneity of microhabitats. R. swinhoana sometimes made extended excursions, but returned to their usual activity ranges. The results of this study suggest that R. swinhoana, like many riparian anurans, is a sedentary animal with homing ability. By inhabiting riparian zones, R. swinhoana probably obtains sufficient ecological necessities such that long-distance movements are not required.",Zoological Studies,,,,,,,
1479,"Karanth, K Ullas and Nichols, James D and Kumar, N Samba and Hines, James E",Assessing Tiger Population Dynamics Using Photographic Capture-Recapture Sampling Published by : Ecological Society of America content in a trusted digital archive . We use information technology and tools to increase productivity and facilitate new forms,,Ecology,,,,,,,
1480,"Kasahara, Satoe and Koyama, Kazuo",Population Trends of Common Wintering Waterfowl in Japan: Participatory Monitoring Data from 1996 to 2009,"We analyzed population trends of 13 waterfowl (Anseriformes) species wintering in Japan during a 14-year period (1996-2009). We used data from annual volunteer-participatory waterfowl count surveys which were conducted in Japan by the Ministry of the Environment and local prefectural governments. Population indices and long-term trends of each species were calculated using TRIM (TRends and Indices for Monitoring data). TRIM is a freeware program developed for analysis of time series count data with missing observations. During the 14 years, seven species exhibited significant long-term declines, while four species showed long-term increases. Most of the species that showed long term declines were characterized as being water-surface foraging species, species breeding in both middle and high latitude regions, or species using rice fields. Most species that showed long-term increases were characterized as diving species, species breeding at high latitude or species rarely using rice fields. We calculated composite indices for these groups. The group of water-surface foraging species showed declines in river, natural lakes and artificial lakes, except reservoirs, when each habitat was analyzed separately. In contrast, the group of diving foraging species showed an increase in estuarine habitat. We suggest that changes in: water quality, breeding habitat in the middle latitude region, and in cultivation methods in rice fields, have affected population changes of some species and groups.",Ornithological Science,,,,,,,
